0 0 -0.22393 -0.249655
0 1 -0.775463 0.192301
0 2 -0.0213867 -0.330306
0 3 0.23862 -0.16055
0 4 0.725199 0.441886
0 5 0.0630694 0.0649975
1 0 0.0497181 -0.300949
1 1 0.567845 0.147531
1 2 -0.0725717 -0.0367694
1 3 -0.0791286 -0.0943392
1 4 -0.632928 0.160742
1 5 -0.0269226 -0.0150858
